,epoch,train_loss,val_loss
0,1,218.08634662628174,0.0
1,2,194.37079334259033,0.0
2,3,205.82452583312988,0.0
3,4,213.12877082824707,0.0
4,5,218.31573295593262,0.0
5,6,204.0420560836792,0.0
6,7,233.74937438964844,0.0
7,8,220.1272792816162,0.0
8,9,215.82223224639893,0.0
9,10,189.02349853515625,52.597137451171875
10,11,188.81798839569092,0.0
11,12,221.27699375152588,0.0
12,13,193.57809925079346,0.0
13,14,196.08988094329834,0.0
14,15,205.87996006011963,0.0
15,16,210.07873821258545,0.0
16,17,220.5358076095581,0.0
17,18,195.52199172973633,0.0
18,19,188.804705619812,0.0
19,20,217.09099292755127,43.63592052459717
20,21,234.07533740997314,0.0
21,22,214.50265312194824,0.0
22,23,218.6978702545166,0.0
23,24,211.28776741027832,0.0
24,25,211.91018676757812,0.0
25,26,236.50261688232422,0.0
26,27,251.61815071105957,0.0
27,28,234.61431694030762,0.0
28,29,194.85534477233887,0.0
29,30,186.23577117919922,56.13273620605469
30,31,213.22103881835938,0.0
31,32,221.55993175506592,0.0
32,33,203.27250385284424,0.0
33,34,189.15245532989502,0.0
34,35,161.46989345550537,0.0
35,36,175.7604274749756,0.0
36,37,190.81203365325928,0.0
37,38,169.5018892288208,0.0
38,39,172.63127613067627,0.0
39,40,195.91885089874268,43.38677501678467
40,41,171.61938381195068,0.0
41,42,171.84776210784912,0.0
42,43,180.9898452758789,0.0
43,44,187.31511688232422,0.0
44,45,168.23502922058105,0.0
45,46,181.99667167663574,0.0
46,47,173.717267036438,0.0
47,48,166.6130247116089,0.0
48,49,159.58723640441895,0.0
49,50,150.5273265838623,39.0266752243042
50,51,142.87752056121826,0.0
51,52,153.46016120910645,0.0
52,53,151.5977258682251,0.0
53,54,159.00461959838867,0.0
54,55,150.21115016937256,0.0
55,56,147.26031875610352,0.0
56,57,143.68235778808594,0.0
57,58,130.075026512146,0.0
58,59,133.97312545776367,0.0
59,60,130.7546625137329,41.97493362426758
60,61,128.29638767242432,0.0
61,62,131.1978120803833,0.0
62,63,135.07189083099365,0.0
63,64,139.88807678222656,0.0
64,65,135.53423690795898,0.0
65,66,136.4406623840332,0.0
66,67,126.64813232421875,0.0
67,68,129.62610006332397,0.0
68,69,142.9293475151062,0.0
69,70,133.92939472198486,36.345848083496094
70,71,126.50469970703125,0.0
71,72,127.50264310836792,0.0
72,73,131.48555707931519,0.0
73,74,152.8130922317505,0.0
74,75,127.25782680511475,0.0
75,76,129.42876720428467,0.0
76,77,134.91114044189453,0.0
77,78,134.38153648376465,0.0
78,79,130.14660596847534,0.0
79,80,125.48924779891968,34.97963333129883
80,81,142.05706214904785,0.0
81,82,153.8722848892212,0.0
82,83,129.14217281341553,0.0
83,84,126.55514430999756,0.0
84,85,137.53085613250732,0.0
85,86,145.32009029388428,0.0
86,87,137.58540630340576,0.0
87,88,152.4258689880371,0.0
88,89,130.02689361572266,0.0
89,90,126.72963523864746,38.78495693206787
90,91,138.6657543182373,0.0
91,92,138.3705530166626,0.0
92,93,135.82417106628418,0.0
93,94,156.30801677703857,0.0
94,95,143.56104469299316,0.0
95,96,143.4106206893921,0.0
96,97,131.69471168518066,0.0
97,98,132.0133056640625,0.0
98,99,137.82011127471924,0.0
99,100,126.59778499603271,32.591622829437256
100,101,140.49860858917236,0.0
